Pixel;Wavelength;Wavenumber;Raman Shift;Dark;Reference;Raw data #1;Dark Subtracted #1;%TR #1;Absorbance #1;Irradiance (W/cm^2/nm) #1;
126;802,02;12468,52;273,82;3533,9;65535;4752,3;1218,4;0;0;0;
127;802,17;12466,18;276,16;3692,6;65535;4952,3;1259,7;0;0;0;
128;802,32;12463,84;278,5;3598,2;65535;4859,5;1261,3;0;0;0;
129;802,47;12461,51;280,84;3690,8;65535;4926,6;1235,8;0;0;0;
130;802,62;12459,17;283,17;4347,7;65535;5549,1;1201,4;0;0;0;
131;802,77;12456,84;285,51;3673,5;65535;4864,1;1190,6;0;0;0;
132;802,92;12454,5;287,84;3961,7;65535;5095,5;1133,8;0;0;0;
133;803,07;12452,17;290,17;3637,5;65535;4755,8;1118,3;0;0;0;
134;803,22;12449,84;292,51;4131,2;65535;5255,6;1124,4;0;0;0;
135;803,37;12447,51;294,84;3628,6;65535;4748,9;1120,3;0;0;0;
136;803,52;12445,18;297,17;3655,8;65535;4775,5;1119,7;0;0;0;
137;803,67;12442,85;299,5;3614,8;65535;4743,6;1128,8;0;0;0;
138;803,82;12440,52;301,82;3641,6;65535;4729,6;1088;0;0;0;
139;803,98;12438,19;304,15;3903,3;65535;5013,3;1110;0;0;0;
140;804,13;12435,87;306,48;3709,2;65535;4796,8;1087,6;0;0;0;
141;804,28;12433,54;308,8;3599;65535;4671,7;1072,7;0;0;0;
142;804,43;12431,22;311,12;3581,3;65535;4661,8;1080,5;0;0;0;
143;804,58;12428,9;313,45;3561,5;65535;4640,9;1079,4;0;0;0;
144;804,73;12426,58;315,77;3736;65535;4803,9;1067,9;0;0;0;
145;804,88;12424,25;318,09;3634,4;65535;4731,2;1096,8;0;0;0;
146;805,03;12421,93;320,41;3663,1;65535;4731,2;1068,1;0;0;0;
147;805,18;12419,62;322,73;3710;65535;4768,2;1058,2;0;0;0;
148;805,33;12417,3;325,05;3776,6;65535;4866;1089,4;0;0;0;
149;805,48;12414,98;327,36;3778,4;65535;4860,8;1082,4;0;0;0;
150;805,63;12412,67;329,68;3754,6;65535;4837,5;1082,9;0;0;0;
151;805,78;12410,35;331,99;3842,3;65535;4928,6;1086,3;0;0;0;
152;805,93;12408,04;334,31;3817,3;65535;4889;1071,7;0;0;0;
153;806,08;12405,72;336,62;3547,4;65535;4596,2;1048,8;0;0;0;
154;806,23;12403,41;338,93;3632,7;65535;4717;1084,3;0;0;0;
155;806,38;12401,1;341,24;3601,1;65535;4664,7;1063,6;0;0;0;
156;806,53;12398,79;343,55;3646;65535;4699,8;1053,8;0;0;0;
157;806,68;12396,48;345,86;3838,5;65535;4892,7;1054,2;0;0;0;
158;806,83;12394,18;348,17;3692,9;65535;4738,6;1045,7;0;0;0;
159;806,98;12391,87;350,47;3546,8;65535;4611;1064,2;0;0;0;
160;807,13;12389,56;352,78;3669,4;65535;4733,5;1064,1;0;0;0;
161;807,28;12387,26;355,09;3561,5;65535;4605,8;1044,3;0;0;0;
162;807,43;12384,95;357,39;3820,2;65535;4870,5;1050,3;0;0;0;
163;807,58;12382,65;359,69;3854,8;65535;4906,5;1051,7;0;0;0;
164;807,73;12380,35;361,99;3569,4;65535;4600,5;1031,1;0;0;0;
165;807,88;12378,05;364,29;3775,2;65535;4810,4;1035,2;0;0;0;
166;808,03;12375,75;366,59;3681,6;65535;4702;1020,4;0;0;0;
167;808,18;12373,45;368,89;3793;65535;4807,5;1014,5;0;0;0;
168;808,33;12371,15;371,19;3583,8;65535;4607,3;1023,5;0;0;0;
169;808,48;12368,86;373,49;3750,9;65535;4760,1;1009,2;0;0;0;
170;808,63;12366,56;375,78;3814,8;65535;4832,3;1017,5;0;0;0;
171;808,78;12364,26;378,08;3591,1;65535;4613,7;1022,6;0;0;0;
172;808,93;12361,97;380,37;3694,2;65535;4696,2;1002;0;0;0;
173;809,08;12359,68;382,67;3676,4;65535;4673;996,6;0;0;0;
174;809,23;12357,39;384,96;3803,3;65535;4811;1007,7;0;0;0;
175;809,38;12355,09;387,25;3676,5;65535;4660,8;984,3;0;0;0;
176;809,53;12352,8;389,54;3633,8;65535;4608,1;974,3;0;0;0;
177;809,68;12350,51;391,83;3863,4;65535;4866,8;1003,4;0;0;0;
178;809,83;12348,23;394,12;3811,8;65535;4798,6;986,8;0;0;0;
179;809,98;12345,94;396,4;3914;65535;4918,3;1004,3;0;0;0;
180;810,13;12343,65;398,69;3683;65535;4675,1;992,1;0;0;0;
181;810,28;12341,37;400,98;3675,2;65535;4653,9;978,7;0;0;0;
182;810,43;12339,08;403,26;3702,9;65535;4678,1;975,2;0;0;0;
183;810,58;12336,8;405,54;3785,3;65535;4752,1;966,8;0;0;0;
184;810,73;12334,52;407,83;5906,8;65535;6881,4;974,6;0;0;0;
185;810,88;12332,24;410,11;3684,2;65535;4653,7;969,5;0;0;0;
186;811,03;12329,96;412,39;3583,3;65535;4542,8;959,5;0;0;0;
187;811,18;12327,68;414,67;3594,6;65535;4573,6;979;0;0;0;
188;811,33;12325,4;416,94;3746;65535;4718;972;0;0;0;
189;811,48;12323,12;419,22;3623,7;65535;4596,4;972,7;0;0;0;
190;811,63;12320,85;421,5;3727,6;65535;4699,4;971,8;0;0;0;
191;811,78;12318,57;423,77;3840,5;65535;4805,7;965,2;0;0;0;
192;811,93;12316,3;426,05;3752,4;65535;4731,4;979;0;0;0;
193;812,08;12314,02;428,32;3878,1;65535;4867,5;989,4;0;0;0;
194;812,23;12311,75;430,59;3625,5;65535;4614,5;989;0;0;0;
195;812,38;12309,48;432,87;3693,5;65535;4670;976,5;0;0;0;
196;812,53;12307,21;435,14;3719,7;65535;4683,2;963,5;0;0;0;
197;812,68;12304,94;437,41;3629,6;65535;4602,7;973,1;0;0;0;
198;812,83;12302,67;439,67;3712,2;65535;4673,3;961,1;0;0;0;
199;812,98;12300,4;441,94;3651,2;65535;4642,1;990,9;0;0;0;
200;813,13;12298,13;444,21;3666,2;65535;4632,6;966,4;0;0;0;
201;813,28;12295,87;446,47;3591,1;65535;4561,4;970,3;0;0;0;
202;813,43;12293,6;448,74;3612,4;65535;4566,4;954;0;0;0;
203;813,58;12291,34;451;4053,7;65535;5021,6;967,9;0;0;0;
204;813,73;12289,08;453,27;3722,8;65535;4684,9;962,1;0;0;0;
205;813,88;12286,82;455,53;3836,8;65535;4812,4;975,6;0;0;0;
206;814,03;12284,55;457,79;3678,9;65535;4661,2;982,3;0;0;0;
207;814,18;12282,29;460,05;3570,3;65535;4538;967,7;0;0;0;
208;814,33;12280,04;462,31;3554,8;65535;4542,4;987,6;0;0;0;
209;814,48;12277,78;464,57;3589,4;65535;4577,9;988,5;0;0;0;
210;814,63;12275,52;466,82;3617,1;65535;4623,1;1006;0;0;0;
211;814,78;12273,26;469,08;3565,4;65535;4566,9;1001,5;0;0;0;
212;814,93;12271,01;471,33;3772,2;65535;4790,7;1018,5;0;0;0;
213;815,08;12268,75;473,59;3608,6;65535;4580,5;971,9;0;0;0;
214;815,23;12266,5;475,84;3733,9;65535;4720,7;986,8;0;0;0;
215;815,38;12264,25;478,09;3611,4;65535;4599,7;988,3;0;0;0;
