308,647;2,46
308,911;2,46
309,174;2,46
309,438;2,47
309,701;2,47
309,964;2,47
310,228;2,46
310,491;2,47
310,755;2,47
311,018;2,46
311,281;2,45
311,545;2,46
311,808;2,46
312,071;2,45
312,335;2,46
312,598;2,46
312,861;2,46
313,124;2,46
313,388;2,47
313,651;2,47
313,914;2,47
314,177;2,47
314,44;2,47
314,704;2,47
314,967;2,47
315,23;2,46
315,493;2,46
315,756;2,45
316,019;2,45
316,282;2,46
316,545;2,47
316,808;2,47
317,071;2,47
317,334;2,48
317,597;2,48
317,86;2,47
318,123;2,48
318,386;2,48
318,649;2,47
318,912;2,46
319,175;2,46
319,437;2,47
319,7;2,48
319,963;2,47
320,226;2,46
320,489;2,46
320,751;2,46
321,014;2,46
321,277;2,47
321,54;2,47
321,802;2,46
322,065;2,45
322,328;2,46
322,59;2,46
322,853;2,45
323,116;2,44
323,378;2,45
323,641;2,44
323,903;2,45
324,166;2,46
324,428;2,45
324,691;2,45
324,953;2,45
325,216;2,44
325,478;2,44
325,741;2,43
326,003;2,44
326,266;2,43
326,528;2,43
326,791;2,43
327,053;2,42
327,315;2,42
327,578;2,43
327,84;2,41
328,102;2,4
328,365;2,4
328,627;2,4
328,889;2,4
329,151;2,4
329,414;2,4
329,676;2,39
329,938;2,4
330,2;2,4
330,462;2,4
330,725;2,4
330,987;2,4
331,249;2,41
331,511;2,41
331,773;2,4
332,035;2,41
332,297;2,4
332,559;2,42
332,821;2,43
333,083;2,43
333,345;2,44
333,607;2,45
333,869;2,45
334,131;2,45
334,393;2,45
334,655;2,46
334,917;2,45
335,179;2,45
335,44;2,45
335,702;2,45
335,964;2,46
336,226;2,46
336,488;2,45
336,749;2,45
337,011;2,46
337,273;2,48
337,535;2,48
337,796;2,49
338,058;2,49
338,32;2,49
338,581;2,49
338,843;2,49
339,105;2,49
339,366;2,5
339,628;2,52
339,889;2,52
340,151;2,52
340,412;2,53
340,674;2,54
340,935;2,54
341,197;2,54
341,458;2,55
341,72;2,56
341,981;2,58
342,243;2,58
342,504;2,58
342,766;2,58
343,027;2,59
343,288;2,6
343,55;2,6
