Data from GaranzaWhite_Reflection__3__43.txt Node;
629,808;60,83
630,049;60,92
630,29;61,01
630,532;61,09
630,773;61,17
631,014;61,27
631,256;61,35
631,497;61,45
631,738;61,53
631,979;61,63
632,22;61,73
632,462;61,82
632,703;61,9
632,944;62
633,185;62,08
633,426;62,16
633,667;62,25
633,908;62,32
634,149;62,42
634,39;62,49
634,631;62,57
634,872;62,65
635,113;62,73
635,354;62,8
635,595;62,88
635,836;62,98
636,077;63,05
636,318;63,12
636,559;63,18
636,8;63,25
637,04;63,33
637,281;63,39
637,522;63,46
637,763;63,54
638,003;63,61
638,244;63,69
638,485;63,77
638,726;63,86
638,966;63,94
639,207;64,03
639,448;64,13
639,688;64,2
639,929;64,3
640,169;64,39
640,41;64,47
640,65;64,56
640,891;64,64
641,131;64,72
641,372;64,81
641,612;64,91
641,853;64,98
642,093;65,05
642,334;65,12
642,574;65,19
642,814;65,27
643,055;65,32
643,295;65,39
643,535;65,48
643,776;65,53
644,016;65,6
644,256;65,65
644,496;65,72
644,737;65,79
644,977;65,85
645,217;65,91
645,457;66
645,697;66,07
645,938;66,11
646,178;66,17
646,418;66,23
646,658;66,29
646,898;66,36
647,138;66,43
647,378;66,5
647,618;66,57
647,858;66,64
648,098;66,73
648,338;66,79
648,578;66,84
648,818;66,92
649,057;66,99
649,297;67,08
649,537;67,14
649,777;67,21
650,017;67,27
650,257;67,34
650,496;67,38
650,736;67,43
650,976;67,5
661,028;69,02
661,267;69,26
661,506;69,45
661,744;69,6
661,983;69,73
662,222;69,83
662,461;69,92
662,7;70,01
662,939;70,09
663,177;70,17
663,416;70,26
663,655;70,33
663,894;70,39
664,132;70,44
664,371;70,51
664,61;70,59
664,848;70,66
665,087;70,71
665,326;70,78
665,564;70,85
665,803;70,91
666,041;70,96
666,28;71,01
666,518;71,08
666,757;71,15
666,995;71,19
667,234;71,26
667,472;71,33
667,711;71,41
667,949;71,48
668,187;71,54
668,426;71,59
668,664;71,65
668,902;71,7
669,141;71,77
669,379;71,83
669,617;71,89
669,856;71,96
670,094;72
670,332;72,07
670,57;72,13
670,808;72,16
671,046;72,19
671,285;72,24
671,523;72,26
671,761;72,3
671,999;72,38
672,237;72,4
672,475;72,46
672,713;72,5
672,951;72,52
673,189;72,54
673,427;72,59
673,665;72,62
673,903;72,68
674,141;72,73
674,379;72,77
674,617;72,81
674,854;72,87
675,092;72,93
675,33;72,95
675,568;72,97
675,806;73,06
676,043;73,13
676,281;73,19
676,519;73,23
676,756;73,28
676,994;73,32
677,232;73,37
677,469;73,41
677,707;73,46
677,945;73,52
678,182;73,56
678,42;73,61
678,657;73,64
678,895;73,68
679,132;73,72
679,37;73,75
679,607;73,79
679,845;73,82
680,082;73,86
680,32;73,93
680,557;74
680,794;74,01
681,032;74,05
681,269;74,09
681,507;74,18
681,744;74,22
681,981;74,24
682,218;74,29
682,456;74,33
682,693;74,36
682,93;74,38
683,167;74,44
683,404;74,48
683,642;74,53
683,879;74,57
684,116;74,6
684,353;74,64
684,59;74,68
684,827;74,7
685,064;74,76
685,301;74,8
685,538;74,82
685,775;74,88
686,012;74,92
686,249;74,96
686,486;74,97
686,723;75,01
686,96;75,09
687,197;75,12
687,433;75,17
687,67;75,19
687,907;75,24
688,144;75,28
688,381;75,32
688,617;75,38
688,854;75,41
689,091;75,46
689,327;75,5
689,564;75,54
689,801;75,59
690,037;75,61
690,274;75,65
690,511;75,72
690,747;75,75
690,984;75,79
691,22;75,81
691,457;75,86
691,693;75,9
691,93;75,94
692,166;75,98
692,403;76,02
692,639;76,07
692,876;76,12
693,112;76,16
693,348;76,21
693,585;76,24
693,821;76,3
694,057;76,35
694,294;76,42
694,53;76,46
694,766;76,49
695,002;76,54
695,239;76,56
695,475;76,57
695,711;76,6
695,947;76,59
696,183;76,64
696,419;76,67
696,656;76,7
696,892;76,71
697,128;76,72
697,364;76,76
697,6;76,78
697,836;76,83
698,072;76,86
698,308;76,9
698,544;76,93
698,78;76,97
699,016;76,99
699,251;77,02
699,487;77,06
699,723;77,08
699,959;77,13
700,195;77,17
700,431;77,18
700,666;77,24
700,902;77,31
701,138;77,38
701,374;77,41
701,609;77,46
701,845;77,52
702,081;77,57
702,316;77,58
702,552;77,64
702,788;77,66
703,023;77,7
703,259;77,74
703,494;77,77
703,73;77,81
703,965;77,83
704,201;77,88
704,436;77,91
704,672;77,96
704,907;77,99
705,143;78,03
705,378;78,08
705,613;78,08
705,849;78,1
706,084;78,09
706,319;78,12
706,555;78,13
706,79;78,14
707,025;78,16
707,26;78,21
707,496;78,21
707,731;78,26
707,966;78,28
708,201;78,33
708,436;78,38
708,671;78,39
708,907;78,43
709,142;78,44
709,377;78,49
709,612;78,53
709,847;78,54
710,082;78,56
710,317;78,58
710,552;78,63
710,787;78,66
711,022;78,7
711,257;78,73
711,492;78,77
711,726;78,8
711,961;78,83
712,196;78,87
712,431;78,91
712,666;78,94
712,901;78,96
713,135;78,96
713,37;78,98
713,605;79,01
713,839;79,06
714,074;79,08
714,309;79,1
714,543;79,14
714,778;79,19
715,013;79,24
715,247;79,27
715,482;79,28
715,716;79,33
715,951;79,35
716,185;79,39
716,42;79,42
716,654;79,47
716,889;79,49
717,123;79,49
717,358;79,51
717,592;79,54
717,827;79,58
718,061;79,62
718,295;79,62
718,53;79,65
718,764;79,68
718,998;79,72
719,232;79,74
719,467;79,74
719,701;79,74
719,935;79,77
720,169;79,79
720,403;79,8
720,638;79,84
720,872;79,88
721,106;79,89
721,34;79,92
721,574;79,93
721,808;79,98
722,042;80,03
722,276;80,05
722,51;80,08
722,744;80,08
722,978;80,11
723,212;80,14
723,446;80,15
723,68;80,14
723,914;80,16
724,147;80,17
724,381;80,19
724,615;80,21
724,849;80,21
725,083;80,26
725,316;80,31
725,55;80,3
725,784;80,32
726,018;80,36
726,251;80,37
726,485;80,42
726,719;80,41
726,952;80,43
727,186;80,45
727,419;80,46
727,653;80,53
727,887;80,53
728,12;80,56
728,354;80,61
728,587;80,62
728,821;80,63
729,054;80,67
729,287;80,66
729,521;80,7
729,754;80,73
729,988;80,75
730,221;80,76
730,454;80,8
730,688;80,82
730,921;80,8
731,154;80,81
731,387;80,82
731,621;80,86
731,854;80,86
732,087;80,9
732,32;80,91
732,553;80,89
732,787;80,92
733,02;80,93
733,253;80,96
733,486;80,99
733,719;81,02
733,952;81,05
734,185;81,1
734,418;81,13
734,651;81,14
734,884;81,15
735,117;81,19
735,35;81,2
735,583;81,22
735,816;81,26
736,049;81,29
736,281;81,29
736,514;81,32
736,747;81,34
736,98;81,34
737,213;81,36
737,445;81,39
737,678;81,39
737,911;81,4
738,144;81,39
738,376;81,41
738,609;81,42
738,842;81,4
739,074;81,39
739,307;81,41
739,539;81,42
739,772;81,44
740,004;81,45
740,237;81,46
740,469;81,47
740,702;81,49
740,934;81,53
741,167;81,58
741,399;81,58
741,632;81,63
741,864;81,67
742,096;81,71
742,329;81,73
742,561;81,79
742,793;81,8
743,026;81,87
743,258;81,87
743,49;81,9
743,723;81,96
743,955;82,02
744,187;82,04
744,419;82,08
744,651;82,07
744,883;82,11
745,115;82,16
745,348;82,18
745,58;82,2
745,812;82,18
746,044;82,18
746,276;82,21
746,508;82,23
746,74;82,24
746,972;82,26
747,204;82,31
747,436;82,3
747,667;82,33
747,899;82,33
748,131;82,36
748,363;82,38
748,595;82,36
748,827;82,35
749,058;82,33
749,29;82,37
749,522;82,4
749,754;82,37
749,985;82,37
750,217;82,39
750,449;82,43
750,68;82,45
750,912;82,45
751,144;82,46
751,375;82,47
751,607;82,48
751,838;82,49
752,07;82,47
752,301;82,5
752,533;82,54
752,764;82,55
752,996;82,58
753,227;82,58
753,459;82,63
753,69;82,66
753,921;82,7
754,153;82,7
754,384;82,7
754,615;82,73
754,847;82,74
755,078;82,75
755,309;82,71
755,54;82,72
755,772;82,72
756,003;82,73
756,234;82,74
756,465;82,72
756,696;82,72
756,927;82,75
757,159;82,74
757,39;82,74
757,621;82,76
757,852;82,73
758,083;82,75
758,314;82,74
758,545;82,74
758,776;82,75
759,007;82,76
759,238;82,74
759,469;82,76
759,699;82,81
759,93;82,83
760,161;82,89
760,392;82,93
760,623;82,97
760,854;83,01
761,084;83,03
761,315;83,08
761,546;83,12
761,776;83,13
762,007;83,16
762,238;83,15
762,468;83,15
762,699;83,21
762,93;83,24
763,16;83,25
763,391;83,27
763,621;83,29
763,852;83,31
764,083;83,37
764,313;83,39
764,543;83,38
764,774;83,42
765,004;83,4
765,235;83,4
765,465;83,43
765,696;83,43
765,926;83,44
766,156;83,44
766,387;83,49
766,617;83,5
766,847;83,51
767,077;83,54
767,308;83,55
767,538;83,57
767,768;83,56
767,998;83,59
768,228;83,62
768,459;83,67
768,689;83,7
768,919;83,72
769,149;83,75
769,379;83,75
769,609;83,74
769,839;83,77
770,069;83,81
770,299;83,8
770,529;83,81
770,759;83,84
770,989;83,85
771,219;83,82
771,449;83,83
771,678;83,84
771,908;83,88
772,138;83,91
772,368;83,94
772,598;83,98
772,827;84
773,057;84,03
773,287;84,05
773,517;84,03
773,746;84,05
773,976;84,06
774,206;84,1
774,435;84,15
774,665;84,16
774,894;84,16
775,124;84,21
775,354;84,23
775,583;84,25
775,813;84,26
776,042;84,3
776,272;84,33
776,501;84,37
776,73;84,4
776,96;84,4
777,189;84,4
777,419;84,4
777,648;84,41
777,877;84,39
778,107;84,38
778,336;84,44
778,565;84,45
778,794;84,46
779,024;84,45
779,253;84,43
779,482;84,43
779,711;84,47
779,94;84,45
780,17;84,45
780,399;84,46
780,628;84,46
780,857;84,49
781,086;84,47
781,315;84,43
781,544;84,41
781,773;84,44
782,002;84,46
782,231;84,5
782,46;84,51
782,689;84,56
782,918;84,56
783,147;84,53
783,375;84,53
783,604;84,54
783,833;84,58
784,062;84,61
784,291;84,65
784,519;84,63
784,748;84,66
784,977;84,68
785,206;84,69
785,434;84,69
785,663;84,7
785,892;84,74
786,12;84,76
786,349;84,77
786,577;84,76
786,806;84,79
787,034;84,79
787,263;84,81
787,492;84,79
787,72;84,79
787,948;84,82
788,177;84,82
788,405;84,82
788,634;84,81
788,862;84,83
789,09;84,81
789,319;84,83
789,547;84,83
789,775;84,83
790,004;84,8
790,232;84,82
790,46;84,78
790,688;84,81
790,917;84,84
791,145;84,84
791,373;84,85
791,601;84,85
791,829;84,83
792,057;84,82
792,286;84,83
792,514;84,86
792,742;84,85
792,97;84,84
793,198;84,86
793,426;84,85
793,654;84,83
793,882;84,85
794,109;84,84
794,337;84,86
794,565;84,87
794,793;84,93
795,021;84,96
795,249;85,01
795,477;84,98
795,704;85,05
795,932;85,09
796,16;85,13
796,388;85,15
796,615;85,16
796,843;85,21
797,071;85,21
797,298;85,21
797,526;85,25
797,754;85,28
797,981;85,28
798,209;85,33
798,436;85,34
798,664;85,38
798,891;85,4
799,119;85,42
799,346;85,45
799,574;85,44
799,801;85,47
800,029;85,49
800,256;85,51
800,483;85,45
800,711;85,45
800,938;85,46
801,165;85,47
801,393;85,47
801,62;85,44
801,847;85,46
802,074;85,46
802,302;85,45
802,529;85,47
802,756;85,51
802,983;85,53
803,21;85,56
803,437;85,55
803,665;85,58
803,892;85,54
804,119;85,57
804,346;85,58
804,573;85,57
804,8;85,55
805,027;85,53
805,254;85,56
805,481;85,54
805,708;85,54
805,934;85,54
806,161;85,59
806,388;85,6
806,615;85,58
806,842;85,58
807,069;85,58
807,295;85,59
807,522;85,58
807,749;85,54
807,976;85,51
808,202;85,53
808,429;85,5
808,656;85,53
808,882;85,49
809,109;85,49
809,335;85,52
809,562;85,5
809,789;85,54
810,015;85,56
810,242;85,6
810,468;85,58
810,695;85,6
810,921;85,56
811,147;85,59
811,374;85,65
811,6;85,69
811,827;85,68
812,053;85,67
812,279;85,69
812,506;85,71
812,732;85,72
812,958;85,72
813,185;85,77
813,411;85,76
813,637;85,78
813,863;85,77
814,089;85,73
814,315;85,78
814,542;85,78
814,768;85,79
814,994;85,77
815,22;85,77
815,446;85,76
815,672;85,77
815,898;85,78
816,124;85,75
816,35;85,71
816,576;85,8
816,802;85,82
817,028;85,84
817,254;85,87
817,48;85,89
817,705;85,93
817,931;85,9
818,157;85,98
818,383;85,98
818,609;86,03
818,834;86,05
819,06;86,03
819,286;86
819,512;86,01
819,737;85,99
819,963;86,01
820,189;86,03
820,414;86,04
820,64;86,01
820,865;86,01
821,091;86,04
821,316;85,98
821,542;85,93
821,767;85,92
821,993;85,93
822,218;85,89
822,444;85,87
822,669;85,9
822,895;85,81
823,12;85,82
823,345;85,8
823,571;85,79
823,796;85,85
824,021;85,88
824,247;85,86
824,472;85,9
824,697;85,85
824,922;85,85
825,147;85,85
825,373;85,89
825,598;85,91
825,823;85,88
826,048;85,91
826,273;85,95
826,498;85,92
826,723;85,85
826,948;85,87
827,173;85,86
827,398;85,83
827,623;85,86
827,848;85,85
828,073;85,84
828,298;85,87
828,523;85,83
828,748;85,77
828,973;85,77
829,197;85,78
829,422;85,8
829,647;85,83
829,872;85,81
830,097;85,82
830,321;85,82
830,546;85,83
830,771;85,82
830,995;85,81
831,22;85,85
831,445;85,91
831,669;85,91
831,894;85,9
832,118;85,91
832,343;85,91
832,567;85,97
832,792;85,93
833,016;85,93
833,241;85,98
833,465;86,03
833,69;86,04
833,914;85,97
834,139;86,01
834,363;85,98
834,587;86,03
834,812;86
835,036;85,98
835,26;86,01
835,485;85,99
835,709;86
835,933;85,99
836,157;85,98
836,381;85,98
836,606;86,02
836,83;86,02
837,054;85,97
837,278;86
837,502;86,03
837,726;85,99
837,95;85,9
838,174;85,89
838,398;85,85
838,622;85,9
838,846;85,87
839,07;85,88
839,294;85,87
839,518;85,88
839,742;85,93
839,966;85,9
840,189;85,91
840,413;85,9
840,637;85,92
840,861;85,92
841,085;85,93
841,308;85,94
841,532;85,93
841,756;85,95
841,979;85,91
842,203;85,97
842,427;86,01
842,65;86,07
842,874;86,09
843,098;86,1
843,321;86,11
843,545;86,17
843,768;86,17
843,992;86,19
844,215;86,2
844,439;86,17
844,662;86,21
844,886;86,17
845,109;86,18
845,332;86,17
845,556;86,17
845,779;86,19
846,002;86,11
846,226;86,1
846,449;86,14
846,672;86,17
846,895;86,17
847,119;86,16
847,342;86,16
847,565;86,2
847,788;86,19
848,011;86,23
848,234;86,21
848,457;86,18
848,681;86,18
848,904;86,18
849,127;86,2
849,35;86,16
849,573;86,22
849,796;86,23
850,019;86,21
850,241;86,22
850,464;86,25
850,687;86,29
850,91;86,34
851,133;86,29
851,356;86,33
851,579;86,33
851,801;86,25
852,024;86,24
852,247;86,17
852,47;86,2
852,692;86,12
852,915;86,13
853,138;86,15
853,36;86,12
853,583;86,05
853,806;86,03
854,028;86,04
854,251;86,01
854,473;86,05
854,696;86,08
854,918;86,1
855,141;86,06
855,363;86,08
855,586;86,06
855,808;86,11
856,031;86,03
856,253;86,01
856,475;86,1
856,698;86,09
856,92;86,11
857,142;86,1
857,365;86,13
857,587;86,02
857,809;86,08
858,031;86,05
858,253;86,12
858,476;86,11
858,698;86,13
858,92;86,14
859,142;86,09
859,364;86,05
859,586;86,02
859,808;86,07
860,03;86,07
860,252;86,09
860,474;86,11
860,696;86,07
860,918;86,05
861,14;86,06
861,362;86,08
861,584;86,12
861,806;86,1
862,028;86,11
862,25;86,26
862,471;86,27
862,693;86,27
862,915;86,23
863,137;86,3
863,358;86,27
863,58;86,25
863,802;86,26
864,024;86,24
864,245;86,24
864,467;86,19
864,688;86,19
864,91;86,17
865,132;86,08
865,353;86,11
865,575;86,11
865,796;86,1
866,018;85,98
866,239;85,99
866,461;85,98
866,682;85,96
866,903;85,93
867,125;85,85
867,346;85,89
867,567;85,89
867,789;85,88
868,01;85,92
868,231;85,93
868,453;85,9
868,674;85,92
868,895;85,84
869,116;85,82
869,337;85,81
869,559;85,8
869,78;85,82
870,001;85,87
870,222;85,87
870,443;85,89
870,664;86,01
870,885;86,01
871,106;86,06
871,327;86,09
871,548;86,04
871,769;86,02
871,99;86
872,211;85,98
872,432;85,96
872,653;85,96
872,874;86,04
873,094;86,12
873,315;86,13
873,536;86,14
873,757;86,15
873,978;86,13
874,198;86,09
874,419;86,08
874,64;86,05
874,86;86
875,081;85,97
875,302;85,98
875,522;85,93
875,743;85,88
875,963;85,87
876,184;85,83
876,404;85,83
876,625;85,76
876,845;85,78
877,066;85,71
877,286;85,68
877,507;85,62
877,727;85,55
877,947;85,5
878,168;85,57
878,388;85,57
878,609;85,52
878,829;85,48
879,049;85,53
879,269;85,52
879,49;85,5
879,71;85,45
879,93;85,36
880,15;85,37
880,37;85,37
880,59;85,31
880,811;85,36
881,031;85,4
881,251;85,46
881,471;85,45
881,691;85,53
881,911;85,54
882,131;85,49
882,351;85,45
882,571;85,45
882,791;85,43
883,011;85,43
883,23;85,47
883,45;85,53
883,67;85,47
883,89;85,47
884,11;85,54
884,33;85,64
884,549;85,71
884,769;85,79
884,989;85,82
885,209;85,89
885,428;85,86
885,648;85,84
885,868;85,85
886,087;85,89
886,307;85,84
886,526;85,8
886,746;85,86
886,965;85,91
887,185;85,97
887,404;85,93
887,624;85,95
887,843;85,93
888,063;86,04
888,282;86,09
888,502;86,05
888,721;86,02
888,94;85,97
889,16;85,96
889,379;85,87
889,598;85,81
889,818;85,74
890,037;85,68
890,256;85,68
890,475;85,71
890,694;85,7
890,914;85,74
891,133;85,77
891,352;85,75
891,571;85,76
891,79;85,77
892,009;85,77
892,228;85,73
892,447;85,74
892,666;85,61
892,885;85,53
893,104;85,63
893,323;85,68
893,542;85,64
893,761;85,58
893,98;85,53
894,199;85,51
894,417;85,54
894,636;85,6
894,855;85,55
895,074;85,52
895,293;85,52
895,511;85,48
895,73;85,46
895,949;85,39
896,167;85,38
896,386;85,3
896,605;85,32
896,823;85,46
897,042;85,46
897,26;85,5
897,479;85,56
897,697;85,43
897,916;85,41
898,134;85,38
898,353;85,42
898,571;85,49
898,79;85,54
899,008;85,58
899,227;85,55
899,445;85,56
899,663;85,54
899,882;85,51
900,1;85,5
900,318;85,52
900,536;85,63
900,755;85,67
900,973;85,72
901,191;85,71
901,409;85,63
901,627;85,63
901,846;85,64
902,064;85,63
902,282;85,64
902,5;85,56
902,718;85,67
902,936;85,69
903,154;85,69
903,372;85,75
903,59;85,74
903,808;85,73
904,026;85,75
904,244;85,79
904,462;85,82
904,679;85,84
904,897;85,84
905,115;85,77
905,333;85,78
905,551;85,81
905,768;85,82
905,986;85,79
906,204;85,74
906,422;85,71
906,639;85,67
906,857;85,74
907,074;85,7
907,292;85,6
907,51;85,56
907,727;85,51
907,945;85,48
908,162;85,55
908,38;85,57
908,597;85,6
908,815;85,66
909,032;85,68
909,25;85,63
909,467;85,62
909,684;85,66
909,902;85,58
910,119;85,55
910,337;85,56
910,554;85,56
910,771;85,58
910,988;85,63
911,206;85,7
911,423;85,72
911,64;85,85
911,857;85,95
912,074;85,92
912,291;85,95
912,509;85,93
912,726;85,84
912,943;85,9
913,16;85,75
913,377;85,72
913,594;85,68
913,811;85,59
914,028;85,59
914,245;85,64
914,462;85,61
914,679;85,62
914,896;85,67
915,112;85,66
915,329;85,69
915,546;85,63
915,763;85,59
915,98;85,5
916,196;85,5
916,413;85,45
916,63;85,44
916,847;85,44
917,063;85,44
917,28;85,37
917,497;85,32
917,713;85,45
917,93;85,43
918,146;85,38
918,363;85,48
918,579;85,55
918,796;85,49
919,012;85,49
919,229;85,6
919,445;85,44
919,662;85,48
919,878;85,49
920,095;85,61
920,311;85,56
920,527;85,6
920,744;85,58
920,96;85,64
921,176;85,62
921,392;85,62
921,609;85,62
921,825;85,67
922,041;85,68
922,257;85,67
922,473;85,66
922,69;85,71
922,906;85,69
923,122;85,58
923,338;85,55
923,554;85,57
923,77;85,45
923,986;85,43
924,202;85,44
924,418;85,43
924,634;85,41
924,85;85,46
925,066;85,56
925,282;85,42
925,497;85,43
925,713;85,47
925,929;85,54
926,145;85,61
926,361;85,66
926,576;85,69
926,792;85,66
927,008;85,63
927,224;85,68
927,439;85,71
927,655;85,64
927,871;85,63
928,086;85,58
928,302;85,71
928,517;85,82
928,733;85,85
928,948;85,81
929,164;85,73
929,379;85,77
929,595;85,75
929,81;85,9
930,026;85,86
930,241;85,95
930,456;85,89
930,672;85,73
930,887;85,68
931,102;85,66
931,318;85,58
931,533;85,63
931,748;85,63
931,964;85,6
932,179;85,64
932,394;85,67
932,609;85,71
932,824;85,52
933,039;85,45
933,255;85,4
933,47;85,41
933,685;85,4
933,9;85,39
934,115;85,32
934,33;85,24
934,545;85,14
934,76;85,07
934,975;85,04
935,19;85,22
935,404;85,23
935,619;85,13
935,834;85,24
936,049;85,23
936,264;85,08
936,479;85,14
936,693;85,09
936,908;85,08
937,123;85,17
937,338;85,35
937,552;85,29
937,767;85,34
937,982;85,31
938,196;85,43
938,411;85,54
938,625;85,34
938,84;85,28
939,055;85,49
939,269;85,52
939,484;85,64
939,698;85,47
939,912;85,41
940,127;85,62
940,341;85,69
940,556;85,69
940,77;86,06
940,984;86,08
941,199;86,28
941,413;86,53
941,627;86,77
941,842;86,71
942,056;87,04
942,27;86,91
942,484;87,15
942,699;87,31
942,913;87,15
943,127;87,91
943,341;88,25
943,555;88,31
943,769;88,09
943,983;87,98
944,197;88,04
944,411;88,06
944,625;88,06
944,839;88,15
945,053;88,01
945,267;87,79
945,481;88,08
945,695;88,17
945,909;88,15
946,123;87,86
946,336;87,64
946,55;87,42
946,764;87,45
946,978;87,17
947,192;86,99
947,405;86,73
947,619;86,65
947,833;86,56
948,046;86,47
948,26;86,23
948,474;86,39
948,687;86,29
948,901;86,37
949,114;86,41
949,328;86,34
949,541;86,53
949,755;86,3
949,968;85,79
950,182;85,78
950,395;85,75
950,609;85,72
950,822;86,01
951,035;86,17
951,249;86,58
951,462;86,64
951,675;86,59
951,889;86,95
952,102;86,71
952,315;86,84
952,528;86,68
952,741;86,88
952,955;86,93
953,168;87,01
953,381;87,19
953,594;87,28
953,807;86,85
954,02;86,99
954,233;87,17
954,446;87,45
954,659;87,53
954,872;87,69
955,085;87,73
955,298;87,6
955,511;87,68
955,724;87,31
955,937;87,28
956,15;87,32
956,362;87,15
956,575;87,35
956,788;87,28
957,001;87,32
957,214;87,4
957,426;87,34
957,639;87,2
957,852;87,06
958,064;87,07
958,277;87,53
958,49;87,39
958,702;87,52
958,915;87,31
959,127;87,21
959,34;87,04
959,552;87,1
959,765;87,17
959,977;87,38
960,19;87,33
960,402;87,4
960,615;87,46
960,827;87,46
961,039;87,16
961,252;86,93
961,464;86,77
961,676;86,62
961,889;86,63
962,101;86,76
962,313;86,73
962,525;86,56
962,738;86,33
962,95;86,37
963,162;86,35
963,374;86,36
963,586;86,37
963,798;86,33
964,01;86,05
964,222;86,13
964,434;85,65
964,646;85,73
964,858;85,65
965,07;85,63
965,282;85,56
965,494;85,33
965,706;85,69
965,918;85,84
966,13;85,93
966,342;85,96
966,553;85,97
966,765;85,8
966,977;85,87
967,189;85,81
967,401;85,81
967,612;85,79
967,824;85,99
968,036;86,16
968,247;86,23
968,459;86,42
968,67;86,11
968,882;86,16
969,094;86,37
969,305;86,34
969,517;86,21
969,728;86,46
969,94;86,67
970,151;86,52
970,362;86,72
970,574;86,82
970,785;86,68
970,997;86,51
971,208;86,93
971,419;87
971,631;87,36
971,842;87,2
972,053;87,11
972,264;87,27
972,476;87,04
972,687;87,27
972,898;87,29
973,109;87,57
973,32;87,8
973,531;87,56
973,742;87,76
973,954;87,89
974,165;87,8
974,376;87,94
974,587;87,83
974,798;87,81
975,009;87,92
975,22;87,95
975,43;88,37
975,641;88,36
975,852;88,47
976,063;88,41
976,274;88,61
976,485;88,42
976,695;88,21
976,906;88,38
977,117;87,68
977,328;87,79
977,538;87,62
977,749;87,58
977,96;87,81
978,17;88,03
978,381;88
978,592;88,04
978,802;88,14
979,013;88,36
979,223;88,29
979,434;88,35
979,644;88,38
979,855;88,17
980,065;87,88
980,276;87,83
980,486;87,94
980,696;87,99
980,907;88,32
981,117;88,3
981,327;88,57
981,538;89,06
981,748;89,21
981,958;89,41
982,169;89,55
982,379;89,71
982,589;89,39
982,799;89,39
983,009;89,31
983,219;89,32
983,43;89,38
983,64;89,68
983,85;89,78
984,06;89,88
984,27;90,12
984,48;90,47
984,69;90,51
984,9;90,41
985,11;90,51
985,32;90,68
985,529;91,01
985,739;90,54
985,949;90,37
986,159;89,95
986,369;89,83
986,579;89,76
986,788;89,43
986,998;89,69
987,208;89,68
987,417;89,92
987,627;89,96
987,837;89,78
988,046;89,48
988,256;89,29
988,466;89,08
988,675;88,72
988,885;88,47
989,094;88,49
989,304;88,31
989,513;88,18
989,723;88,27
989,932;87,91
990,142;88,12
990,351;88,23
990,56;88,66
990,77;88,53
990,979;88,35
991,188;88,17
991,398;88,05
991,607;88,2
991,816;87,94
992,025;87,69
992,235;87,53
992,444;87,41
992,653;87,46
992,862;87,9
993,071;87,9
993,28;88,19
993,489;88,19
993,698;88,11
993,908;88,13
994,117;87,83
994,326;88,08
994,534;87,91
994,743;88,27
994,952;88,14
995,161;88,43
995,37;89,16
995,579;89,73
995,788;89,64
995,997;89,44
996,205;89,7
996,414;89,91
996,623;89,79
996,832;90,27
997,04;90,21
997,249;90,04
997,458;89,78
997,666;89,64
997,875;89,68
998,084;89,74
998,292;89,57
998,501;89,76
998,709;89,38
998,918;89,59
999,126;89,44
999,335;89,61
999,543;89,59
999,752;88,97
999,96;89,08
1000,169;89,32
1000,377;89,3
1000,585;89,44
1000,794;89,65
1001,002;90,03
1001,21;90,02
1001,418;90,21
1001,627;90,12
1001,835;90,73
1002,043;90,39
1002,251;90,36
1002,459;90,73
1002,668;90,84
1002,876;90,53
1003,084;90,76
1003,292;90,49
1003,5;90,44
1003,708;90,4
1003,916;90,07
1004,124;90,14
1004,332;89,96
1004,54;90,28
1004,748;90,2
1004,956;89,63
1005,163;88,92
1005,371;89,46
1005,579;88,71
1005,787;88,23
1005,995;88,27
1006,202;88,79
1006,41;88,99
1006,618;88,88
1006,826;89,32
1007,033;89,24
1007,241;89,71
1007,449;90,08
1007,656;90,56
1007,864;90,35
1008,071;90,28
1008,279;90,61
1008,486;90,78
1008,694;90,44
1008,901;89,92
1009,109;90,37
1009,316;91,32
1009,524;91,73
1009,731;91,05
1009,938;91,73
1010,146;92,17
1010,353;92,43
1010,56;91,82
1010,768;92,03
1010,975;92,56
1011,182;92,06
1011,389;91,75
1011,597;91,11
1011,804;90,99
1012,011;91,14
1012,218;90,95
1012,425;90,93
1012,632;91,19
1012,839;91,18
1013,046;91,06
1013,253;91,46
1013,46;91,29
1013,667;90,74
1013,874;90,65
1014,081;91,1
1014,288;90,59
1014,495;91,04
1014,702;90,73
1014,909;91,08
1015,116;90,86
1015,323;90,38
1015,529;90,67
1015,736;90,69
1015,943;91,1
1016,15;91,47
1016,356;91,25
1016,563;91,64
1016,77;91,66
1016,976;91,81
1017,183;92,05
1017,389;92,41
1017,596;91,75
1017,803;91,87
1018,009;92,23
1018,216;92,43
1018,422;92,15
1018,629;92,39
1018,835;91,6
1019,041;92,51
1019,248;91,94
1019,454;92,72
1019,661;93,28
1019,867;93,24
1020,073;94,15
1020,279;94,57
1020,486;93,86
1020,692;93,96
1020,898;94,15
1021,104;94,16
1021,311;94,02
1021,517;93,36
1021,723;93,69
1021,929;93,81
1022,135;94,23
1022,341;93,77
1022,547;94,36
1022,753;94,54
1022,959;95,4
1023,165;95,93
1023,371;95,01
1023,577;95,18
1023,783;94,93
1023,989;94,14
1024,195;93,73
1024,401;93,68
1024,607;94,05
1024,812;94,61
1025,018;94,29
1025,224;94,13
1025,43;94,1
1025,635;95,03
1025,841;96,14
1026,047;95,59
1026,252;96,55
1026,458;96,73
1026,664;96,57
1026,869;96,62
